whichSurpriseBlock,topQ_1,bottomQ_2,newKey,taskTextSource,surpriseFaces,new,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix.started,fix.stopped,errorNumbers_text_2.started,errorNumbers_text_2.stopped,textbox_2.text,textbox_2.started,textbox_2.stopped,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorN_key_resp_2.started,errorN_key_resp_2.stopped,botherRate_text.started,botherRate_text.stopped,textbox_3.text,textbox_3.started,textbox_3.stopped,botherRate_key_resp.keys,botherRate_key_resp.rt,botherRate_key_resp.started,botherRate_key_resp.stopped,instruct_surprise1.started,instruct_surprise1.stopped,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instructMainTask_text.started,instructMainTask_text.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,instructMainTask_keyResp.started,instructMainTask_keyResp.stopped,surprise_faceStimuli.started,surprise_faceStimuli.stopped,topQ.started,topQ.stopped,bottomQ.started,bottomQ.stopped,surprise_key_resp.keys,surprise_key_resp.rt,surprise_key_resp.started,surprise_key_resp.stopped,id,cb,date,expName,psychopyVersion,frameRate,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-WF-232-161-N.jpg,0,,,,,,,,,0,0,0,0,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.312029799999436,None,23.312029799999436,None,None,None,8,0.3327878999998575,23.312029799999436,None,,A,2022-08-11_02h36.50.057,mfe_flanker_v1,2022.1.4,60.117469535435376,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-WF-026-002-N.jpg,0,,,,,,,,,0,0,0,0,0,8,8,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.898894799999653,None,23.898894799999653,None,None,None,8,0.09434990000045218,23.898894799999653,None,,A,2022-08-11_02h36.50.057,mfe_flanker_v1,2022.1.4,60.117469535435376,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-IM-654-417-N.jpg,0,,,,,,,,,0,0,0,0,0,9,9,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.21709920000012,None,24.21709920000012,None,None,None,8,0.11791860000084853,24.21709920000012,None,,A,2022-08-11_02h36.50.057,mfe_flanker_v1,2022.1.4,60.117469535435376,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-WM-213-076-N.jpg,1,,,,,,,,,0,0,0,0,0,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.50876749999952,None,24.50876749999952,None,None,None,8,0.1831277000001137,24.50876749999952,None,,A,2022-08-11_02h36.50.057,mfe_flanker_v1,2022.1.4,60.117469535435376,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-IM-664-651-N.jpg,0,,,,,,,,,0,0,0,0,0,11,11,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.924686000000293,None,24.924686000000293,None,None,None,8,0.08012580000013259,24.924686000000293,None,,A,2022-08-11_02h36.50.057,mfe_flanker_v1,2022.1.4,60.117469535435376,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-MF-331-010-N.jpg,1,,,,,,,,,0,0,0,0,0,12,12,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.25516499999958,None,25.25516499999958,None,None,None,8,0.0940998000005493,25.25516499999958,None,,A,2022-08-11_02h36.50.057,mfe_flanker_v1,2022.1.4,60.117469535435376,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-MM-303-002-N.jpg,0,,,,,,,,,0,0,0,0,0,13,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.52246060000016,None,25.52246060000016,None,None,None,8,0.15945120000105817,25.52246060000016,None,,A,2022-08-11_02h36.50.057,mfe_flanker_v1,2022.1.4,60.117469535435376,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-IM-682-019-N.jpg,0,,,,,,,,,0,0,0,0,0,14,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.871947499999806,None,25.871947499999806,None,None,None,8,0.09658300000046438,25.871947499999806,None,,A,2022-08-11_02h36.50.057,mfe_flanker_v1,2022.1.4,60.117469535435376,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-LM-200-045-N.jpg,1,,,,,,,,,0,0,0,0,0,15,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.102625700000317,None,26.102625700000317,None,None,None,8,0.1142096000003221,26.102625700000317,None,,A,2022-08-11_02h36.50.057,mfe_flanker_v1,2022.1.4,60.117469535435376,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-BF-042-026-N.jpg,0,,,,,,,,,0,0,0,0,0,16,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.502697500000068,None,26.502697500000068,None,None,None,8,0.2870728000007148,26.502697500000068,None,,A,2022-08-11_02h36.50.057,mfe_flanker_v1,2022.1.4,60.117469535435376,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-WF-200-099-N.jpg,0,,,,,,,,,0,0,0,0,0,17,17,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.022481699999844,None,27.022481699999844,None,None,None,1,0.2325434000003952,27.022481699999844,None,,A,2022-08-11_02h36.50.057,mfe_flanker_v1,2022.1.4,60.117469535435376,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-BF-015-004-N.jpg,0,,,,,,,,,0,0,0,0,0,18,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.54639119999956,None,27.54639119999956,None,None,None,8,0.09289300000091316,27.54639119999956,None,,A,2022-08-11_02h36.50.057,mfe_flanker_v1,2022.1.4,60.117469535435376,
